country,country_code,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,colstart_belgium,colstart_britain,colstart_france,colstart_germany,colstart_italy,colstart_netherlands,colstart_portugal,colstart_spain,first,colend_belgium,colend_britain,colend_france,colend_germany,colend_italy,colend_netherlands,colend_portugal,colend_spain,last,time_belgium,time_britain,time_france,time_germany,time_italy,time_netherlands,time_portugal,time_spain,main,max,time_indep_interim,simultaneous_time,time_total,year_independence,ncolonizers,efw_france,efw_portugal,efw_britain,efw_spain,efw_belgium,efw_italy,efw_netherlands,efw_germany,efw_colonizer,timec_total,hiel_indep,indep_from,main_indep,avg_efw,Area1,Area2,Area3,Area4,Area5,std,efw_std,Area1_std,Area2_std,Area3_std,Area4_std,Area5_std,std_std,Year,wb_region,efw_2019,Area1_2019,Area2_2019,Area3_2019,Area4_2019,Area5_2019,std_2019,efw_indep_year,efw_indep,efw_indep2_year,efw_indep2,efw_indep3_year,efw_indep3,efw_indep4_year,efw_indep4,efw_indep5_year,efw_indep5,ruggedness,legor_uk,legor_fr,legor_so,legor_ge,legor_sc,avg_ethnofrac,euro_share,lat,lon,africa,catho80,muslim80,lat_abst,f_french,f_spain,f_pothco,rich4,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,hiland,drywint,avexpr,f_dutch,f_belg,f_italy,f_germ,logpgp95,landlock,goldm,iron,silv,zinc,oilres,logem4,america,ex2col,asia,lpd1500s,lland15,notmcp80,lpd1000s,lpa1500,coal,island,time_indep,centuries,multiple,long_colonizer,colonizer,late,diff,miss,continent,region,_est_est1,constant,touse
Belize,BLZ,0,1,0,0,0,0,0,1,,1798,,,,,,1524,1524,,1980,,,,,,1862,1980,0,182,0,0,0,0,0,338,Spain,338,0,64,456,1980,2,,,1030.846738148971,82.62722965266154,,,,,7.732458109733557,144,8.161660757291321,Britain,0,6.623441877363073,7.38198275661386,5.001647762305434,7.517859473764753,5.850739126621059,7.523108176386595,1.235274449502111,.305448402783455,.9872877460205329,.3518327401352215,.5353581927996369,.1789223557995149,.5726807629463881,.354463046394151,2019,Latin America & the Caribbean,6.409711538461538,7.109978721646474,5.045786810570087,7.351854969424719,5.834203762170109,6.69272348243805,.9551917007850058,,,1990,6.54085591200981,2000,6.284948416367572,2010,6.580701915759279,,,60.7,1,0,0,0,0,.4090909,.075,17.25,-88.75,0,66.800003,0,.19055556,0,0,0,0,26,32,36,9,18,90,94,86,91,0,0,0,0,0,0,0,,0,0,0,0,8.3779316,0,0,0,0,0,0,5.0955892,1,1,0,.43178239,10.034515,19.999996,.14323421,10.466298,0,0,20,5.1999998,1,Spain,Britain,0,,,America,America,1,1,1
Bolivia,BOL,0,0,0,0,0,0,0,1,,,,,,,,1545,1545,,,,,,,,1825,1825,0,0,0,0,0,0,0,280,Spain,280,0,0,280,1825,1,,,,,,,,,,0,,,,6.450539044526264,6.411686835086964,3.876269888784726,9.078633017472427,7.240898378798437,5.640597751254985,1.942609827781561,.203694836247808,.5111000822294942,.176398426805077,.3717112485140237,.3096595682184564,.337019307467152,.1860101881942224,2019,Latin America & the Caribbean,6.319724025974026,6.027768404636408,3.921982656766039,9.403163263195923,7.014561942686764,5.234387376485532,2.061719704350576,,,,,,,,,,,85.3,0,1,0,0,0,.5994118000000001,.059,-17,-65,0,92.5,0,.18888889,0,1,0,0,12,21,27,-3,2,77,93,49,74,0,0,0,0,0,0,0,5.6363635,0,0,0,0,7.9266024,1,0,0,0,0,14300,4.2626801,1,1,0,-.18636888,13.896519,5.1999998,-.59183401,13.71015,0,0,175,2.8,0,Spain,Spain,0,,,America,America,0,1,0
Brazil,BRA,0,0,0,0,0,0,1,0,,,,,,,1533,,1533,,,,,,,1822,,1822,0,0,0,0,0,0,289,0,Portugal,289,0,0,289,1822,1,,,,,,,,,,0,,,,6.400583485379206,7.019230233219979,5.429546610213975,7.832556588235187,6.82652761029329,4.900175391765086,1.251014362294785,.2591623847292667,.2662253394296716,.3671211234771997,.8696389320608334,.3169888397340704,.3076880405939945,.2953173407425903,2019,Latin America & the Caribbean,6.599574132492114,6.828164639102323,5.109185683906693,9.262193540923352,6.989849349236229,4.804698257132783,1.784442823253013,,,,,,,,,,,24,0,1,0,0,0,.0557809,.074,-10,-55,0,87.800003,.1,.11111111,0,0,1,0,25,32,39,10,18,82,87,68,74,1,0,0,0,0,0,0,7.909091,0,0,0,0,8.7274542,0,2,.1,0,1,19400,4.2626801,1,1,0,-2.1349366,15.950447,8.0999966,-2.4916115,13.815511,1,0,178,2.8900001,0,Portugal,Portugal,0,,,America,America,0,1,0
Barbados,BRB,0,1,0,0,0,0,0,0,,1627,,,,,,,1627,,1966,,,,,,,1966,0,339,0,0,0,0,0,0,Britain,339,0,0,339,1966,1,,,920.8096046849248,,,,,,7.870167561409613,117,7.829785237350956,Britain,1,6.625924130323178,6.758645935300419,5.911132001013441,6.831414003305224,6.5827901499374,6.997980794389572,.5173822154436331,.2047708497419829,.4269649112455662,.2767166568117188,.3854536709372171,.3344470857068115,.4425467074989676,.1708737184371631,2019,Latin America & the Caribbean,7.049943019943019,6.965145884095287,5.794733049684562,8.138538247701572,6.736834900072775,7.624462786635191,.8938500785307539,,,1980,5.957194559999406,1990,6.27715831732401,2000,6.582218117831372,2006,6.560658436213991,96.3,1,0,0,0,0,.0733333,.28,13.1667,-59.5333,0,5.9000001,.2,.14555556,0,0,0,0,26,31,33,16,21,67,79,64,78,0,0,0,0,0,0,0,,0,0,0,0,9.2667208,0,0,0,0,0,21000,4.4426513,1,1,0,.37843639,6.0637851,60.700001,-.18272163,6.4422216,0,1,34,3.3900001,0,Britain,Britain,0,,,America,America,1,1,1
Brunei Darussalam,BRN,0,1,0,0,0,0,0,0,,1888,,,,,,,1888,,1984,,,,,,,1984,0,96,0,0,0,0,0,0,Britain,96,0,0,96,1984,1,,,756.8569874072643,,,,,,7.802649354714065,97,8.367871479652637,Britain,1,7.157979420337677,6.399068064569812,5.151694557767043,8.608957874225634,7.263898417602189,8.345933253252902,1.438567018888625,.1526640738929926,.1846605790351981,.1427130068989838,.2422596308068506,.2673034943224343,.397518285550341,.1284941836754275,2019,East Asia & Pacific,7.299875346260388,6.666666666666667,4.984754818127235,8.836823521599039,7.209166228892521,8.782159033410453,1.606880564894744,,,,,2010,7.262705105694444,2014,7.138379198036337,,,52,1,0,0,0,0,.5,,4.5,114.6667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,16,.95999998,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Bhutan,BTN,0,1,0,0,0,0,0,0,,1888,,,,,,,1888,,1949,,,,,,,1949,0,61,0,0,0,0,0,0,Britain,61,0,0,61,1949,1,,,481.4408208615155,,,,,,7.765174530024444,62,7.309065509447506,Britain,1,6.624157060509734,7.125936598715763,6.052419800483074,6.809429883204604,5.661893147259303,7.536547758062216,.7981259571385658,.1891746017461408,.3588250485532391,.2829884542440771,.1533342511339445,.3001883179911789,.3999569116217918,.0890218844602308,2019,South Asia,6.519953846153846,7.38613487008231,5.930494448256208,6.834972048770032,5.401793888521456,7.047707959338629,.8254959350136589,,,,,,,,,,,674,1,0,0,0,0,.4375,,27.5,90.5,0,0,5,.30333331,0,0,0,0,17,24,36,-2,18,68,90,53,84,0,0,0,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,,0,1,1,,10.757903,95,,,0,0,51,.61000001,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Botswana,BWA,0,1,0,0,0,0,0,0,,1887,,,,,,,1887,,1966,,,,,,,1966,0,79,0,0,0,0,0,0,Britain,79,0,0,79,1966,1,,,622.0190123892048,,,,,,7.775237654865061,80,7.829785237350956,Britain,1,7.157436839902151,5.611142056451812,5.916268701414288,8.847198526496911,7.568936204871425,7.846941597363933,1.404658951631565,.2490550382419029,.63148637652752,.6757418798906338,.3317922151226411,.3748283813502499,.219689643505686,.2998881117673872,2019,Sub-Saharan Africa,7.469836956521738,6.107221551609595,6.111591400406248,9.342196941680294,7.933999322214079,7.848172546498639,1.375305507837469,,,1980,5.370663975662878,1990,5.649285183702633,2000,6.890687231880784,2006,7.100339673913042,18.1,1,0,0,0,0,.3775,.008,-22,24,1,9.3999996,0,.24444444,0,0,0,0,20,31,42,-4,10,55,74,55,74,1,0,0,0,0,0,0,7.7272725,0,0,0,0,8.855093,1,0,0,0,0,0,,0,1,0,-1.9661129,13.247639,63.799999,-2.6450753,11.281526,1,0,34,.79000002,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Central African Republic,CAF,0,0,1,0,0,0,0,0,,,1898,,,,,,1898,,,1960,,,,,,1960,0,0,62,0,0,0,0,0,France,62,0,0,62,1960,1,438.2840902668822,,,,,,,,6.956890321696543,63,7.81686086670639,France,1,5.035519027715705,6.1831067656108,2.777574498240972,6.658607591599313,4.447720584688093,5.101759339640881,1.582340488978133,.209693532076167,.7815887827296428,.3023981293526591,.5843823755965755,.2875336369084347,.1860412769984449,.2686655600074063,2019,Sub-Saharan Africa,5.380255941499087,6.903458114419148,3.19934375747255,6.597774527668911,4.779681040874913,5.414295527939486,1.493378232112824,,,,,1980,4.07613102197761,1990,4.346335141250489,2000,4.689598232005058,19.7,0,1,0,0,0,.7855555,,7,21,1,33.099998,3.2,.077777781,1,0,0,0,27,34,38,14,18,90,96,49,72,0,0,0,0,0,0,0,,0,0,0,0,7.192934,1,0,0,0,0,0,5.6347895,0,1,0,.4054651,13.34227,13.700002,-.29035226,13.747735,0,0,40,.62,0,France,France,0,,,Africa,Africa,1,1,1
Canada,CAN,0,1,1,0,0,0,0,0,,1737,1608,,,,,,1608,,1877,1763,,,,,,1877,0,140,155,0,0,0,0,0,France,155,0,26,269,1877,2,,,223.6286340845181,,,,,,7.986736931589933,28,8.337926857097912,Britain,0,8.165665237238242,6.659618773770051,8.058356415181724,9.269175464628443,8.164775821786062,8.676656533581411,1.004176185367753,.0957439483520248,.1882919354274026,.1226418044041308,.418128945383705,.3932801076485729,.1543888805063781,.1297954814609667,2019,North America,8.049693094629156,6.320976906224885,8.035517415563922,9.599041791046327,7.692142762245948,8.622134039346165,1.208778487331687,,,,,,,,,,,77.5,1,0,0,0,0,.3761876,.905,60,-95,0,46.599998,.60000002,.66666669,0,0,0,1,4,12,39,-37,3,76,90,40,76,0,0,1,0,0,0,0,9.727273,0,0,0,0,9.9864492,0,4,7,13,15,185000,2.7788193,1,1,0,-3.8309181,16.036991,23.200001,-4.5240655,12.206073,1,0,123,2.95,1,France,Britain,0,,,America,America,1,1,1
Chile,CHL,0,0,0,0,0,0,0,1,,,,,,,,1541,1541,,,,,,,,1817,1817,0,0,0,0,0,0,0,276,Spain,276,0,0,276,1817,1,,,,,,,,,,0,,,,7.86909512792254,7.807697588590638,6.675546844204392,9.218342392762793,8.308967648282129,7.328448355837568,.9952506185720837,.1675570119471866,.2766153309400415,.2377020519603059,.3084686205843036,.4014291064590453,.2152708886889226,.1188888952325549,2019,Latin America & the Caribbean,7.859603698811096,7.818888161887497,6.623195285149045,9.685779983786871,8.156737595200013,7.027773065510586,1.188010193808731,,,,,,,,,,,248.1,0,1,0,0,0,.050625,.027,-30,-71,0,82.099998,0,.33333334,0,1,0,0,17,27,37,-4,6,70,93,38,64,1,1,0,0,0,0,0,7.818182,0,0,0,0,9.336092,0,0,0,0,0,21700,4.232656,1,1,0,-.22154227,13.526227,16.000002,-.62700737,13.304685,1,0,183,2.76,0,Spain,Spain,0,,,America,America,0,1,0
C�te d�Ivoire,CIV,0,0,1,0,0,0,0,0,,,1869,,,,,,1869,,,1960,,,,,,1960,0,0,91,0,0,0,0,0,France,91,0,0,91,1960,1,664.5973459073423,,,,,,,,7.223884194645025,92,7.81686086670639,France,1,5.780183017062402,7.070562481617602,3.226857900399243,6.859207285819021,5.706905732273972,6.057084271329595,1.599726384717222,.2128036201338004,.8643501559442395,.8547968318683921,.2625991757590409,.2432622228700528,.5252525095356452,.4509628707862646,2019,Sub-Saharan Africa,6.169734219269102,6.866688963059399,4.46770697313607,7.166599074778242,5.453698391708238,6.888911200503033,1.162572568104591,,,1975,5.363993104045015,1980,5.040860989343508,1990,5.370060074361859,2000,5.768129776343256,22.4,0,1,0,0,0,.8565299,,8,-5,1,18.5,24,.088888891,1,0,0,0,26,31,36,15,20,93,96,71,82,0,0,0,0,0,0,0,7,0,0,0,0,7.4442487,0,0,0,0,0,7460,6.5042882,0,1,0,1.442202,12.669806,52.799999,.99028438,14.112009,0,0,40,.91000003,0,France,France,0,,,Africa,Africa,1,1,1
Cameroon,CMR,0,1,1,1,0,0,0,0,,1922,1922,1884,,,,,1884,,1961,1960,1915,,,,,1961,0,39,38,31,0,0,0,0,Britain,39,7,38,70,1961,3,260.4351167995113,,298.8795243421412,,,,,252.0587580657241,7.309670263129519,111,7.887395494277882,Britain,1,5.692729884217474,6.973627448517644,2.972542916418357,7.014788205984106,5.283547507318302,6.232441545692137,1.691024557189788,.1386446252705864,.2826621644508718,.1109569590863198,.1716817893126736,.335589395362429,.3301063343178434,.107504686692213,2019,Sub-Saharan Africa,5.789948006932408,7.232678876560795,2.764166462879237,7.153707217661722,5.12314913861342,6.69728122985769,1.895023057609925,,,1975,4.93572455275794,1985,4.878771790681991,1995,5.236672555580332,2001,5.511066468086756,51.5,0,1,0,0,0,.8520455,,6,12,1,35,22,.06666667,0,0,0,0,25,31,36,14,17,97,98,62,75,0,0,0,0,0,0,0,6.4545455,0,0,0,1,7.5010819,0,0,0,0,0,31900,5.6347895,0,1,0,.4054651,13.050653,24.9,-.29035226,13.456118,0,0,39,1.08,1,Britain,Germany,0,,,Africa,Africa,1,1,1
Democratic Republic of the Congo,COD,1,0,0,0,0,0,0,0,1885,,,,,,,,1885,1960,,,,,,,,1960,75,0,0,0,0,0,0,0,Belgium,75,0,0,75,1960,1,,,,,567.7449737563603,,,,7.470328602057372,76,8.507407945872759,Belgium,1,5.062405098907591,7.217324099764352,2.258416471882359,5.835977808000325,5.31218405158876,4.705271982368919,1.992740900192863,.5887482737387634,.3735227304246527,.2363147236143189,1.864357899479295,.6339048907117391,.6767121637305884,.1504194252664441,2019,Sub-Saharan Africa,5.419888268156424,7.668141065435089,2.689877640272617,5.8817949931403,5.427990068093914,5.416872846311774,1.783324677667425,,,1970,3.671067376005786,1980,2.568235390294252,1990,2.783888743677738,2000,3.696973200910485,44.3,,,,,,,,0,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0,40,.75,0,Belgium,Belgium,0,,1,Africa,Africa,1,1,1
Congo,COG,0,0,1,0,0,0,0,0,,,1881,,,,,,1881,,,1960,,,,,,1960,0,0,79,0,0,0,0,0,France,79,0,0,79,1960,1,573.6617187854222,,,,,,,,7.170771484817777,80,7.81686086670639,France,1,4.487705883753645,4.72690846730521,3.132261996836025,5.051680593126787,4.987903702069085,4.37148827183164,.8961573970147821,.1929882269278186,.9591833269854625,.2293462905863199,.4902824934396875,.1540016982922162,.2269941796370319,.2715779220058294,2019,Sub-Saharan Africa,4.780589390962672,6.668360708107292,2.953193417645261,5.174754304481746,4.899318194503485,4.182976066879274,1.362859333667845,,,1970,3.439704100837522,1980,3.169112809328297,1990,4.463584504160578,2000,4.249831810490696,15.2,0,1,0,0,0,.6692753,,-1,15,1,53.900002,.40000001,.011111111,1,0,0,0,25,32,37,12,19,77,89,54,71,0,0,0,0,0,0,0,4.681818,0,0,0,0,7.420579,0,0,0,0,0,338000,5.480639,0,1,0,.4054651,12.741103,20.799999,-.29035226,13.146568,0,0,40,.79000002,0,France,France,0,,,Africa,Africa,1,1,1
Colombia,COL,0,0,0,0,0,0,0,1,,,,,,,,1518,1518,,,,,,,,1819,1819,0,0,0,0,0,0,0,301,Spain,301,0,0,301,1819,1,,,,,,,,,,0,,,,6.578429346436053,6.656477646251661,4.660691459522974,7.877799525448634,6.71009563021935,7.001377998710865,1.215910703621525,.2338035329857049,.3591435318269559,.1201870885701229,.3996936630939914,.2687499529786295,.5410235138121945,.1078546185253406,2019,Latin America & the Caribbean,6.829573170731708,7.025087584431334,4.927193654513037,8.320768873195606,6.573339216673523,7.290927418362892,1.240908906510626,,,,,,,,,,,88.5,0,1,0,0,0,.055796,.067,4,-72,0,96.599998,.2,.044444446,0,1,0,0,14,22,24,4,7,82,88,51,64,0,0,0,0,0,0,0,7.318182,0,0,0,0,8.8098631,0,0,0,0,0,57,4.2626801,1,1,0,-.03796991,13.85348,2.3000016,-.54879558,13.815511,1,0,181,3.01,0,Spain,Spain,0,,,America,America,0,1,0
Comoros,COM,0,0,1,0,0,0,0,0,,,1878,,,,,,1878,,,1975,,,,,,1975,0,0,97,0,0,0,0,0,France,97,0,0,97,1975,1,718.9280766029636,,,,,,,,7.336000781662895,98,8.107117771350733,France,1,6.31,6.241709755692591,3.48022962434858,7.024170892949181,7.127980673064671,7.652206808845375,1.657769822732599,,,,,,,,2019,Sub-Saharan Africa,6.31,6.241709755692591,3.48022962434858,7.024170892949181,7.127980673064671,7.652206808845375,1.657769822732599,,,,,,,,,2019,6.31,332.8,0,1,0,0,0,1,,-12.1667,44.25,1,.1,99.699997,.13444445,1,0,0,0,26,30,33,19,22,74,79,74,78,0,0,0,0,0,0,0,,0,0,0,0,7.3839893,0,0,0,0,0,0,,0,1,0,1.5005835,7.7097569,.10000305,,9.2103405,0,1,25,.97000003,0,France,France,0,,,Africa,Africa,1,1,1
Cabo Verde,CPV,0,0,0,0,0,0,1,0,,,,,,,1462,,1462,,,,,,,1975,,1975,0,0,0,0,0,0,513,0,Portugal,513,0,0,513,1975,1,,799.4238419090082,,,,,,,6.344633665944509,126,6.682536344652799,Portugal,1,7.075608785432701,6.857627706422638,6.390135614293493,8.447566884537855,6.690762079541017,6.990207094718765,.8771756801529351,.4251166563197049,.8969573407642043,.0429487737101741,.8687425991562215,.4756461134311047,.2092312502807346,.2900993967931429,2019,Sub-Saharan Africa,7.64993429697766,7.592879736887866,6.397419875943167,9.766816291983568,7.168270028784987,7.332474480731384,1.263527281954982,,,,,,,2010,6.490647644077342,2015,7.200525624178711,236.7,0,1,0,0,0,.375,.02,16,-24,1,95.900002,0,.17777778,0,0,1,0,25,30,34,13,22,58,74,54,73,0,0,0,0,0,0,0,,0,0,0,0,7.9793391,0,0,0,0,0,0,,0,1,0,-.69314718,8.3015213,1.0999985,,7.6083746,0,1,25,5.1300001,0,Portugal,Portugal,0,,,Africa,Africa,1,1,1
Costa Rica,CRI,0,0,0,0,0,0,0,1,,,,,,,,1516,1516,,,,,,,,1821,1821,0,0,0,0,0,0,0,305,Spain,305,0,0,305,1821,1,,,,,,,,,,0,,,,7.540085183209842,7.80032849538906,6.273928901717712,8.63602140117573,8.231074232621188,6.768453762616749,1.08424177649537,.2091997057400021,.3090724811724701,.182663774544308,.9685958168353205,.2065602138150253,.251370954408736,.1996181884742326,2019,Latin America & the Caribbean,7.669934469200523,7.453975856913171,6.39963194006971,9.782606953625146,8.087582049686411,6.631479354164621,1.35798600057938,,,,,,,,,,,211.2,0,1,0,0,0,.0532143,.154,10,-84,0,90.5,0,.11111111,0,1,0,0,21,29,33,9,14,80,92,55,78,0,0,0,0,0,0,0,7.0454545,0,0,0,0,8.7948246,0,0,0,0,0,0,4.3579903,1,1,0,.43178239,10.840756,3.6999998,.14323421,11.272539,0,0,179,3.05,0,Spain,Spain,0,,,America,America,0,1,0
Cyprus,CYP,0,1,0,0,0,0,0,0,,1887,,,,,,,1887,,1960,,,,,,,1960,0,73,0,0,0,0,0,0,Britain,73,0,0,73,1960,1,,,574.903898125059,,,,,,7.76897159628458,74,7.936265116145708,Britain,1,7.558465072943838,7.309907080793733,6.318119154795395,8.823837836263365,8.00580544483406,7.365888350915675,1.006712156971224,.4267900473462437,.2543131785521424,.2118048641758534,.9527890658869288,.8296102532753793,.3427069057048416,.2821388458782667,2019,Europe & Central Asia,7.889466666666666,7.249156747054243,6.31612731445396,9.33827559788976,8.637962083462931,7.924962767898983,1.177483846833504,,,1970,6.018933606542116,1980,5.719352339606082,1990,6.104259068874964,2000,6.588887744951186,271.8,1,0,0,0,0,.3,,35,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,1,40,.73000002,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Djibouti,DJI,0,0,1,0,0,0,0,0,,,1869,,,,,,1869,,,1977,,,,,,1977,0,0,108,0,0,0,0,0,France,108,0,0,108,1977,1,802.4937066151585,,,,,,,,7.362327583625308,109,8.198661049945729,France,1,6.47041935483871,6.817234380621603,4.009348183328063,7.20311532874095,6.953030096355922,7.361704485961329,1.391158323845082,,,,,,,,2019,Middle East & North Africa,6.47041935483871,6.817234380621603,4.009348183328063,7.20311532874095,6.953030096355922,7.361704485961329,1.391158323845082,,,,,,,,,2019,6.47041935483871,243.2,0,1,0,0,0,.7142857,.069,11.5,43,1,6.6999998,90.599998,.12555556,1,0,0,0,32,34,47,17,23,57,84,43,74,1,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,3.2580965,0,1,0,,10.051045,2.5000017,,,0,0,23,1.08,0,France,France,0,,,Africa,Africa,1,1,1
Dominican Republic,DOM,0,0,0,0,0,0,0,1,,,,,,,,1493,1493,,,,,,,,1839,1839,0,0,0,0,0,0,0,346,Spain,346,0,0,346,1839,1,,,,,,,,,,0,,,,7.037138029043118,8.706706297638327,4.471439408122334,7.835761498865969,7.506702510815664,6.67747975106396,1.809906536100331,.5144520504151708,.2478204169908408,.1913384727831377,1.923938207197567,.7022310146890105,.217791164361797,.1864156228699324,2019,Latin America & the Caribbean,7.59967435549525,8.765449478152242,4.75019111350626,9.633334459246889,8.196093937894613,6.645952610079418,1.928707499952791,,,,,,,,,,,164.1,0,1,0,0,0,.0108306,.25,19,-70.66670000000001,0,96.599998,0,.21111111,1,0,0,0,26,33,37,15,20,88,92,58,66,0,0,0,0,0,0,0,6.181818,0,0,0,0,8.3640423,0,0,0,0,0,0,4.8675346,1,1,0,.37843648,10.786841,2.0000014,-.18272163,11.165278,0,1,161,3.46,0,Spain,France,0,,,America,America,0,1,0
Algeria,DZA,0,0,1,0,0,0,0,0,,,1836,,,,,,1836,,,1962,,,,,,1962,0,0,126,0,0,0,0,0,France,126,0,0,126,1962,1,819.4369906624182,,,,,,,,7.25165478462317,113,7.83687227852246,France,1,5.028614837094676,4.185904904353087,3.86314876958532,7.162999023405105,4.760549262639975,5.21387431930097,1.432700323693653,.2234691204571247,.4921172390990899,.3638190834137798,.3438739280327327,1.102477123468349,.4736344854678126,.1770150679549884,2019,Middle East & North Africa,4.860506822612086,4.493283038350533,4.142183030978925,7.287544293838383,2.552218918897023,5.840058279807768,1.790882103722234,,,1975,4.384858008862166,1985,3.545707284794204,1995,3.922564472122484,2002,4.806962129862996,51,0,1,0,0,0,.293724,.105,28,3,1,.5,99.099998,.31111112,1,0,0,0,21,24,42,0,1,67,75,57,66,0,1,0,0,0,0,0,6.5,0,0,0,0,8.3893595,0,0,0,0,0,339000,4.3592696,0,1,0,1.9455794,12.275396,.40000153,2.2332616,14.220976,1,0,38,1.26,0,France,France,0,,,Africa,Africa,1,1,1
Ecuador,ECU,0,0,0,0,0,0,0,1,,,,,,,,1534,1534,,,,,,,,1823,1823,0,0,0,0,0,0,0,289,Spain,289,0,0,289,1823,1,,,,,,,,,,0,,,,6.215486877780271,7.447794261824393,4.192679422903305,6.363400083098022,7.124188613877456,5.94724531904949,1.485061431892365,.2472152218187225,.8162887847917957,.2452932543385042,1.404754552282284,.4202422613421359,.5586388016984736,.3419229367627247,2019,Latin America & the Caribbean,6.679739263803681,7.14803543445814,4.655420282691036,8.508651012551939,6.76888415266937,6.340238058147944,1.395097950100471,,,,,,,,,,,127.8,0,1,0,0,0,.3253571,.069,-2,-77.5,0,96.400002,0,.022222223,0,1,0,0,15,26,30,0,4,80,94,40,60,0,0,1,0,0,0,0,6.5454545,0,0,0,0,8.4701014,0,0,0,0,0,141,4.2626801,1,1,0,.77348995,12.531195,1.6999985,.3680248,13.304685,0,0,177,2.8900001,0,Spain,Spain,0,,,America,America,0,1,0
Egypt,EGY,0,1,0,0,0,0,0,0,,1882,,,,,,,1882,,1926,,,,,,,1926,0,44,0,0,0,0,0,0,Britain,44,0,0,44,1926,1,,,364.571596953338,,,,,,8.101591043407511,45,8.034913596512421,Britain,1,5.785054844405665,5.646218225228617,3.483600249671289,8.628315062145898,6.108024917233682,5.061856927082101,1.902283897381282,.3433724651099525,.4402543622967167,.2777844045199185,.9181643476165242,.5569095977505893,.3003620760991794,.3392352657039755,2019,Middle East & North Africa,5.739768683274022,5.288439801087558,3.58045986504896,8.164979752552501,6.242519615587735,5.425586354307378,1.665790212203387,,,,,1950,5.507162107484683,1960,4.664158753389847,1975,3.583248226227442,72.3,0,1,0,0,0,.0230618,.014,27,30,1,.2,81.800003,.30000001,0,0,0,0,24,31,47,1,17,50,70,18,41,0,1,0,0,0,0,0,6.7727275,0,0,0,0,7.9515595,0,0,0,0,0,111000,4.2165623,0,1,0,4.6097307,10.592074,17.799997,4.8328743,15.201805,0,0,74,.44,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Fiji,FJI,0,1,0,0,0,0,0,0,,1872,,,,,,,1872,,1970,,,,,,,1970,0,98,0,0,0,0,0,0,Britain,98,0,0,98,1970,1,,,778.4636073243512,,,,,,7.863268760852033,99,7.910019495466948,Britain,1,6.320807283124362,6.778812690556295,5.645630542131039,6.713754413678048,5.600498514406025,6.971392802782009,.7666824894727216,.1088343928895845,.6895291946460235,.5733170979063054,.1697554042459952,.1607331449738006,.3161898013455313,.2562641036518363,2019,East Asia & Pacific,6.36025993883792,6.660965518523942,5.161128265976948,7.138269896282843,5.510362471640844,7.317823335710279,.9711926892515974,,,1980,5.796036916812122,1990,5.775447087622736,2000,6.418297205149647,2010,6.318664923332592,139.6,1,0,0,0,0,.8,.024,-18,175,0,9,7.8000002,.2,0,0,0,0,25,32,37,13,19,76,82,73,79,0,0,0,0,0,0,0,,0,0,0,0,8.3015213,0,0,0,0,0,0,2.4336133,0,1,0,,9.8130159,44.100002,.2437302,,0,1,30,.98000002,0,Britain,Britain,0,,1,Oceania,Oceania,1,1,1
Gabon,GAB,0,0,1,0,0,0,0,0,,,1855,,,,,,1855,,,1960,,,,,,1960,0,0,105,0,0,0,0,0,France,105,0,0,105,1960,1,768.5354800650373,,,,,,,,7.250334717594692,106,7.81686086670639,France,1,5.508893833127781,6.171856833938827,2.985900375974697,6.013576269207173,5.634652966770483,6.738912592055622,1.500373607404451,.1749597673491722,.6055471616361841,.1711667290646067,.4273139142656164,.1862425442022253,.2195485742029213,.1284262394438959,2019,Sub-Saharan Africa,5.829808027923211,6.793740414213628,2.688623242286277,6.623716412320826,5.927042943250929,7.095515768501782,1.805400613153663,,,1970,5.089300512792871,1980,4.474137020890653,1990,5.304043650313902,2000,5.55862350329943,21.8,0,1,0,0,0,.7966666999999999,.013,-1,11.75,1,65.199997,.80000001,.011111111,1,0,0,0,27,33,37,17,19,85,95,69,79,0,0,0,0,0,0,0,7.818182,0,0,0,0,8.9078827,0,0,0,0,0,579000,5.6347895,0,1,0,.4054651,12.459435,15.200004,-.29035226,12.8649,0,0,40,1.05,0,France,France,0,,,Africa,Africa,1,1,1
