country,country_code,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,colstart_belgium,colstart_britain,colstart_france,colstart_germany,colstart_italy,colstart_netherlands,colstart_portugal,colstart_spain,first,colend_belgium,colend_britain,colend_france,colend_germany,colend_italy,colend_netherlands,colend_portugal,colend_spain,last,time_belgium,time_britain,time_france,time_germany,time_italy,time_netherlands,time_portugal,time_spain,main,max,time_indep_interim,simultaneous_time,time_total,year_independence,ncolonizers,efw_france,efw_portugal,efw_britain,efw_spain,efw_belgium,efw_italy,efw_netherlands,efw_germany,efw_colonizer,timec_total,hiel_indep,indep_from,main_indep,avg_efw,Area1,Area2,Area3,Area4,Area5,std,efw_std,Area1_std,Area2_std,Area3_std,Area4_std,Area5_std,std_std,Year,wb_region,efw_2019,Area1_2019,Area2_2019,Area3_2019,Area4_2019,Area5_2019,std_2019,efw_indep_year,efw_indep,efw_indep2_year,efw_indep2,efw_indep3_year,efw_indep3,efw_indep4_year,efw_indep4,efw_indep5_year,efw_indep5,ruggedness,legor_uk,legor_fr,legor_so,legor_ge,legor_sc,avg_ethnofrac,euro_share,lat,lon,africa,catho80,muslim80,lat_abst,f_french,f_spain,f_pothco,rich4,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,hiland,drywint,avexpr,f_dutch,f_belg,f_italy,f_germ,logpgp95,landlock,goldm,iron,silv,zinc,oilres,logem4,america,ex2col,asia,lpd1500s,lland15,notmcp80,lpd1000s,lpa1500,coal,island,time_indep,centuries,multiple,long_colonizer,colonizer,late,diff,miss,continent,region,_est_est1,constant,touse
Myanmar (Burma),MMR,0,1,0,0,0,0,0,0,,1879,,,,,,,1879,,1948,,,,,,,1948,0,69,0,0,0,0,0,0,Britain,69,0,0,69,1948,1,,,549.317426320218,,,,,,7.847391804574543,70,6.879172424104512,Britain,1,4.58339922176623,6.179399665993472,3.39020954037259,5.36979295863107,3.230118592067206,4.862313593073078,1.478956983642228,.8453653193710309,.9481618442675215,.4613560072985661,1.077379787751479,1.814605422517809,.6400431633193793,.2156262633362213,2019,East Asia & Pacific,5.560622895622895,7.345035230345803,3.813737379893435,6.493587295266582,4.889161729694126,5.252761977836344,1.383092712148607,,,1960,4.913258682226676,1970,4.599093925338761,1980,4.549730150173139,1990,3.535548816388415,198.8,0,0,1,0,0,.3839685,,22,98,0,.89999998,3.5999999,.24444444,0,0,0,0,28,34,41,13,22,71,89,52,88,0,0,0,0,0,0,0,5.7727275,0,0,0,0,,0,0,0,0,0,0,3.5438535,0,1,1,1.8055289,13.396276,92.300003,1.1123817,15.201805,1,0,52,.69,0,Britain,Britain,0,,,Asia,Asia,1,1,1
Mozambique,MOZ,0,0,0,0,0,0,1,0,,,,,,,1695,,1695,,,,,,,1974,,1974,0,0,0,0,0,0,279,0,Portugal,279,0,0,279,1974,1,,792.7413055643553,,,,,,,6.341930444514842,125,6.898178008967081,Portugal,1,5.823556829511466,6.109080283092241,4.098333885386804,7.174890237165951,6.179492714393573,5.603343861477633,1.176064104318791,.273912302266757,.5301712456214559,.5231248423279974,.8238332706000977,.3940090971250904,.3985863145208587,.408703928954596,2019,Sub-Saharan Africa,6.46968152866242,6.755149766269934,4.462546238757203,8.00911751462273,6.908392159552259,6.22916183923692,1.297132716481767,,,,,2003,5.708259383209182,2004,5.874923890748136,2014,5.621035031847134,61.2,0,1,0,0,0,.7863327,.009,-18.25,35,1,31.4,13,.20166667,0,0,1,0,27,34,46,7,17,65,75,57,67,1,0,0,0,0,0,0,6.5,0,0,0,0,6.4614682,0,0,0,0,0,0,,0,1,0,.24323148,13.572279,48.799999,-.96074134,13.815511,1,0,26,2.79,0,Portugal,Portugal,0,,,Africa,Africa,1,1,1
Mauritania,MRT,0,0,1,0,0,0,0,1,,,1882,,,,,1884,1882,,,1960,,,,,1975,1975,0,0,78,0,0,0,0,91,Spain,91,0,76,93,1975,2,565.6263834139293,,,575.9873132099322,,,,,6.67610348902843,171,6.505502202030871,Spain,1,5.725938678008835,5.658497832432451,3.395526117021677,6.679119826344562,5.951189380055376,6.853559342730354,1.489194515553535,.286121676022065,.2261172633346156,.181029824408186,1.284533179470853,.2670914373728052,.2701723013729114,.2032818093199002,2019,Sub-Saharan Africa,6.263676012461058,5.782896777283594,3.55864073112388,8.018355172426276,6.701867117329594,7.216690259339948,1.712249413692139,,,,,,,2005,5.338653741952013,2015,5.64303738317757,11.5,0,1,0,0,0,.27,,20,-12,1,.30000001,99.400002,.22222222,1,0,0,0,27,36,46,7,22,51,88,30,69,0,1,0,0,0,0,0,,0,0,0,0,7.4145727,0,0,0,0,0,0,5.6347895,0,1,0,1.0986123,12.23098,.29999846,.69314718,13.329592,0,0,25,1.6900001,1,Spain,France,0,,,Africa,Africa,1,1,1
Mauritius,MUS,0,1,1,0,0,0,0,0,,1810,1715,,,,,,1715,,1968,1810,,,,,,1968,0,158,95,0,0,0,0,0,Britain,158,0,0,253,1968,2,,,936.4020783347346,,,,,,7.868925028022979,119,7.801376262046121,Britain,1,7.772104203537478,7.771717467999466,5.701083833387597,9.478591324182153,8.138971995520798,7.788445489949534,1.38235978216687,.3719189367118952,.4119352541996765,.7208461812596733,.1615363803587075,.5918869021767652,.3832078726035251,.2293175536514591,2019,Sub-Saharan Africa,8.199594423320658,7.905083109006592,6.859412992595375,9.752985660115449,8.532038815829951,7.94964832074341,1.05698149911882,,,1980,4.866157023831875,1990,5.993609879336147,2000,7.289188985730794,2008,7.949961721140426,94.90000000000001,0,1,0,0,0,.7084848,.106,-20.2833,57.55,1,31.200001,16.4,.22411111,0,0,0,0,23,27,35,10,18,80,90,56,74,0,0,0,0,0,0,0,,0,0,0,0,9.0536861,0,0,0,0,0,0,3.4177268,0,1,0,,7.6157908,51.5,,,0,1,32,2.53,1,Britain,Britain,0,,,Africa,Africa,1,1,1
Malawi,MWI,0,1,0,0,0,0,0,0,,1891,,,,,,,1891,,1964,,,,,,,1964,0,73,0,0,0,0,0,0,Britain,73,0,0,73,1964,1,,,572.8050705743487,,,,,,7.740609061815523,74,7.844123323367317,Britain,1,5.776474019316524,6.430892691278972,5.18475377394918,5.250442718438619,5.783339735235169,6.262185865940261,.859750588473948,.3806588447436138,.4522090585489132,.2523276149768,1.399290460875352,.52130050735708,.4790186091866738,.2628843084671701,2019,Sub-Saharan Africa,5.940066777963272,6.316351314631211,4.808028773703295,6.994506855517499,5.002605897951834,6.587407195554761,.9788784161988018,,,1975,5.136381496869101,1985,5.128464047393543,1995,4.732646242321254,2004,5.157217100965378,102.7,1,0,0,0,0,.6224373,.015,-13.5,34,1,27.6,16.200001,.14777778,0,0,0,0,19,28,34,-1,13,50,89,28,66,0,0,0,0,0,0,0,6.818182,0,0,0,0,6.4614682,0,0,0,0,0,0,,0,1,0,-.2357223,11.4519,24.699999,-.92381895,11.216179,0,0,36,.73000002,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Malaysia,MYS,0,1,0,0,0,0,1,0,,1847,,,,,1511,,1511,,1958,,,,,1641,,1958,0,111,0,0,0,0,130,0,Portugal,130,206,0,241,1958,2,,,857.8695033443394,,,,,,7.870362416003114,109,7.840422275002012,Britain,0,6.803941527993087,5.949375292932271,5.315404234001541,7.552644853100004,7.231957927699176,7.970878563955101,1.194492168055679,.4751680470051547,.5776903848563739,.2909638473409512,1.070126926783405,.1884112136495546,.6251909322690767,.2031836087967712,2019,East Asia & Pacific,7.519769021739131,7.043379894106598,5.834874145356061,8.41467707190521,7.6273967626456,8.668595069378911,1.139960864691829,,,1970,6.527974128305193,1980,6.906606444081052,1990,7.209489202666807,2000,6.613514478738699,100.9,1,0,0,0,0,.6103704,,2.5,112.5,0,2.8,49.400002,.025555555,0,0,0,0,28,35,37,18,21,95,97,58,66,0,0,0,0,0,0,0,7.9545455,0,0,0,0,8.8942585,0,0,0,0,0,192000,2.8735647,0,1,1,.19677547,12.702444,46.399998,-.49637172,12.89922,1,0,42,2.4100001,1,Portugal,Britain,0,,,Asia,Asia,1,1,1
Namibia,NAM,0,1,0,1,0,0,0,0,,1915,,1882,,,,,1882,,1920,,1914,,,,,1920,0,5,0,32,0,0,0,0,Germany,32,0,0,37,1920,2,,,40.89524328420071,,,,,261.6485428980542,7.757532979032178,39,7.301860481240547,Britain,0,6.639189533199269,6.506453974900099,6.434223718964357,6.393975776922384,6.039700440784095,7.83319891438164,.7663537983136941,.115623741174287,.6019269572741438,.1983135655232677,.3179925234227947,.1927222324047843,.1745552287840265,.1005678519366783,2019,Sub-Saharan Africa,6.749726443768997,6.963262264024039,6.277716443182627,6.69731690842818,6.169966578329324,7.629787275707366,.5877380192634399,,,,,,,,,,,91.3,1,0,0,0,0,.7283334,.117,-22,17,1,19.1,0,.24444444,0,0,0,0,18,25,36,-4,9,27,62,11,35,1,1,0,0,0,0,0,,0,0,0,0,8.5151911,0,0,0,0,0,0,,0,1,0,-1.9661129,13.621064,16.700003,-2.6450753,11.654951,0,0,80,.37,1,Germany,Britain,0,,,Africa,Africa,1,1,1
Niger,NER,0,0,1,0,0,0,0,0,,,1910,,,,,,1910,,,1960,,,,,,1960,0,0,50,0,0,0,0,0,France,50,0,0,50,1960,1,342.4807160464994,,,,,,,,6.715308157774498,51,7.81686086670639,France,1,5.119079399200798,6.61130170113155,3.364974589514169,6.810231954103983,4.252995721740324,4.666568799241499,1.56416151945025,.3371437521793548,.7170347251739114,.1758215894241146,.4375875905834734,.4655446124124087,.6308484804572617,.1720002691299065,2019,Sub-Saharan Africa,5.620585284280937,6.642160176593628,3.693672726668571,7.161773444101476,4.962004487975578,5.643943388188606,1.375331087112499,,,1975,4.942095359280843,1980,4.709627459105612,1990,4.471470049689614,2000,4.809948398833237,17.8,0,1,0,0,0,.7329143,,16,8,1,.2,87.900002,.17777778,1,0,0,0,29,38,46,8,19,26,91,11,68,0,1,0,0,0,0,0,5,0,0,0,0,6.7334018,1,0,0,0,0,0,5.9914646,0,1,0,0,13.541101,11.899999,-.40546507,13.541101,1,0,40,.5,0,France,France,0,,,Africa,Africa,1,1,1
Nigeria,NGA,0,1,0,0,0,0,0,0,,1874,,,,,,,1874,,1960,,,,,,,1960,0,86,0,0,0,0,0,0,Britain,86,0,0,86,1960,1,,,683.419215185308,,,,,,7.855393277992046,87,7.936265116145708,Britain,1,6.219615587561713,8.025757611649073,3.416630399759634,6.848177417424272,5.666934934340491,7.145741956497895,1.835108888163398,.6074291939063888,.7014440406318491,.3836865891553161,1.250436602829055,.6275878308671308,.5439626024082631,.2283372284446137,2019,Sub-Saharan Africa,7.029508196721312,8.707827601644704,3.697834591658906,8.731445187737329,6.058002958977751,7.932181721761657,2.154759526780513,,,1970,3.286413250319853,1980,3.684896212874933,1990,3.820299223321781,2000,5.026901586385942,31.2,1,0,0,0,0,.8567090000000001,,10,8,1,12.1,45,.11111111,0,0,0,0,28,34,40,16,21,81,87,65,80,1,0,0,0,1,0,0,5.5454545,0,0,0,0,6.8134446,0,0,0,0,0,168000,7.6029005,0,1,0,1.442202,13.722046,27.099998,.99028438,15.164248,1,0,40,.86000001,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Nicaragua,NIC,0,0,0,0,0,0,0,1,,,,,,,,1523,1523,,,,,,,,1821,1821,0,0,0,0,0,0,0,298,Spain,298,0,0,298,1821,1,,,,,,,,,,0,,,,7.246715286718983,7.719733917269198,4.268985620350144,8.943664117490259,8.161235650265436,7.136839573189382,1.820997139902284,.1353752945487661,.6319211855365786,.1775385628491374,.3175162821757799,.1282519750357033,.2629476098957997,.1184155500483264,2019,Latin America & the Caribbean,7.039708029197079,6.24428428673557,4.280639314805886,9.54694082174872,8.133820206709816,6.988794463937395,1.983119116854204,,,,,,,,,,,99.2,0,1,0,0,0,.0991796,.035,13,-85,0,94.699997,0,.14444445,0,1,0,0,27,31,34,20,23,80,92,44,70,0,0,0,0,0,0,0,5.2272725,0,0,0,0,7.544332,0,0,0,0,0,0,5.0955892,1,1,0,.43178239,11.706846,.90000296,.14323421,12.138629,0,0,179,2.98,0,Spain,Spain,0,,,America,America,0,1,0
New Zealand,NZL,0,1,0,0,0,0,0,0,,1840,,,,,,,1840,,1909,,,,,,,1909,0,69,0,0,0,0,0,0,Britain,69,0,0,69,1909,1,,,492.2557126259027,,,,,,8.204261877098379,60,8.45626584385472,Britain,1,8.457254727810497,6.367421633581167,8.537816469776384,9.584746283717246,8.895237474670012,8.884437548231011,1.235574797950081,.1144184194977959,.3076999653812228,.1766055439172047,.0923004029215762,.1177919077714184,.2496321225028732,.115817133648817,2019,East Asia & Pacific,8.559649758454107,6.716090624279961,8.680019499908175,9.668754206047826,8.763556557998117,8.97559292438628,1.102031293183295,,,,,,,,,1950,6.358184202070175,203.8,1,0,0,0,0,.1475699,.659,-41,174,0,18.700001,0,.45555556,0,0,0,1,15,19,31,-2,5,73,81,67,78,0,0,0,0,0,0,0,9.727273,0,0,0,0,9.7561474,0,0,0,0,0,48300,2.1459312,0,1,0,-.99425226,12.498705,43.399998,,11.504453,1,1,91,.69,0,Britain,Britain,0,,1,Oceania,Oceania,1,1,1
Pakistan,PAK,0,1,0,0,0,0,0,0,,1830,,,,,,,1830,,1947,,,,,,,1947,0,117,0,0,0,0,0,0,Britain,117,0,0,117,1947,1,,,774.4113352265895,,,,,,7.902156481903974,98,6.578671163845762,Britain,1,5.845580911557435,7.990266358735143,3.304208916536709,6.200141084867373,5.526753577062235,6.213970428358141,1.710200089606231,.2402497443717091,.3555431253858211,.1959596486245139,.334755548365874,.4972654316427167,.2609181330325641,.0688759418708543,2019,South Asia,6.000049668874172,8.227789332789722,3.622871957482007,6.419877485849267,5.670735787972532,6.048977602925592,1.650823648046713,,,1960,5.043305580018517,1970,4.770586250667034,1980,4.601200515736316,1990,5.065541852186771,194.9,1,0,0,0,0,.6215599000000001,,30,70,0,.5,96.800003,.33333334,0,0,0,0,22,24,48,-4,17,19,54,19,54,1,1,0,0,0,0,0,6.0454545,0,0,0,0,7.3524413,0,0,0,0,0,3220,3.6106477,0,1,1,3.1654751,13.555288,1.899997,2.9295924,16.720762,1,0,53,1.17,0,Britain,Britain,0,,,Asia,Asia,1,1,1
Panama,PAN,0,0,0,0,0,0,0,1,,,,,,,,1514,1514,,,,,,,,1820,1820,0,0,0,0,0,0,0,306,Spain,306,0,0,306,1820,1,,,,,,,,,,0,,,,7.631288480886587,7.935063753989968,5.347830722287845,9.308203074871102,8.534386517578813,7.016003816069267,1.538219797948008,.1300074555531513,.2600892978141121,.1834007021652277,.3763944148149664,.259978992970215,.1214214856047836,.142334360249867,2019,Latin America & the Caribbean,7.739611260053619,7.803153553996974,5.529880765853902,9.504009721851007,8.925719021246071,6.956910119567929,1.582673975481665,,,,,,,,,,,154,0,1,0,0,0,.1908333,.217,9,-80,0,85,4.5,.1,0,1,0,0,27,34,36,17,21,81,91,78,92,0,0,0,0,0,0,0,5.909091,0,0,0,0,8.8363743,0,0,0,0,0,0,5.0955892,1,1,0,.43178239,11.217614,5.3000002,.14323421,11.649397,0,0,180,3.0599999,0,Spain,Spain,0,,,America,America,0,1,0
Peru,PER,0,0,0,0,0,0,0,1,,,,,,,,1532,1532,,,,,,,,1823,1823,0,0,0,0,0,0,0,291,Spain,291,0,0,291,1823,1,,,,,,,,,,0,,,,7.718677798430759,7.988829467184753,5.223989759163382,9.455481037921773,8.60945017022804,7.316139916362703,1.616466232467141,.0729321551519159,.2354286541642635,.2930417968209135,.2220058784702053,.1521331454374996,.2741035125281292,.1322795604923364,2019,Latin America & the Caribbean,7.779627163781625,7.728554152619379,5.307686918515476,9.717451134153611,8.697122122897689,7.446934110558503,1.644744691923157,,,,,,,,,,,134.7,0,1,0,0,0,.4315909,.044,-10,-76,0,95.099998,0,.11111111,0,1,0,0,22,26,34,9,16,92,95,64,80,0,1,0,0,0,0,0,5.7727275,0,0,0,0,8.3961544,0,0,0,9,5,16600,4.2626801,1,1,0,.4462871,14.06237,2.2000015,.15860502,14.508657,1,0,177,2.9100001,0,Spain,Spain,0,,,America,America,0,1,0
Philippines,PHL,0,0,0,0,0,0,0,1,,,,,,,,1565,1565,,,,,,,,1898,1898,0,0,0,0,0,0,0,333,Spain,333,0,0,333,1898,1,,,,319.7157749261659,,,,,6.524811733187058,49,6.505696166769553,Spain,1,7.122051513980476,8.406900970967545,4.337627428838537,9.019269759956183,6.656025254657381,7.184440468338137,1.843329412032758,.2119110549204287,.2503618532773741,.218537200364931,.6460338465086125,.2883251540844069,.2823055186524812,.1406009259409252,2019,East Asia & Pacific,7.339647887323943,8.162186743871137,4.409099213474739,9.558192568320292,7.070133400199444,7.479596604959256,1.889363482046877,,,,,,,,,,,202.8,0,1,0,0,0,.7238207,.005,13,122,0,84.099998,4.3000002,.14444445,0,0,1,0,27,34,38,14,22,85,93,55,74,0,0,0,0,0,0,0,5.4545455,0,0,0,0,8.0986433,0,0,0,0,0,2220,,0,1,1,.51694429,12.605419,7.8000011,-1.0924935,13.122363,1,0,102,3.3299999,0,Spain,Spain,0,,,Asia,Asia,1,1,1
Papua New Guinea,PNG,0,1,0,0,0,0,0,0,,1884,,,,,,,1884,,1912,,,,,,,1912,0,28,0,0,0,0,0,0,Britain,28,0,0,28,1912,1,,,244.0585823701026,,,,,,8.415813185175953,29,8.450047396104981,Britain,1,6.008027783924696,6.106795457709838,4.539367621486156,6.914726178316736,5.999683460619125,6.448058112234131,.9665923624209466,.371112815835205,.5483557883195093,.6536309235168882,.5553213358567614,.6732492908087314,.1687696570766833,.2338717919382101,2019,East Asia & Pacific,6.010258899676375,5.687070448968484,4.581916124441126,6.619491201272113,6.748126843116622,6.431694727756424,.8996912361646767,,,,,,,1950,5.718045649604398,1955,5.718045649604398,158.9,1,0,0,0,0,.8027273,,-6,147,0,32.799999,0,.06666667,0,0,0,0,28,32,37,18,21,72,78,69,78,0,0,0,0,0,0,0,7.2727275,0,0,0,0,,0,0,0,0,0,81500,5.1357985,0,1,1,.42526773,13.023338,8.7999992,,13.448606,0,0,88,.28,0,Britain,Britain,0,,,Asia,Asia,1,1,1
Paraguay,PRY,0,0,0,0,0,0,0,1,,,,,,,,1537,1537,,,,,,,,1811,1811,0,0,0,0,0,0,0,274,Spain,274,0,0,274,1811,1,,,,,,,,,,0,,,,6.977523008444399,8.549622089347055,4.110565245728436,8.871360168399312,7.358569600875643,5.98694579351611,1.988686149502355,.1244012774167832,.2615788876345613,.167510917610687,.3530395975910349,.2659775766504204,.5171400853120441,.1016500188980226,2019,Latin America & the Caribbean,7.109784791965566,8.133759499539796,4.371701931414395,9.49720979337553,7.20015810701531,6.355401083782795,1.925010706695925,,,,,,,,,,,24.5,0,1,0,0,0,.4111111,.08,-23,-58,0,96,0,.25555557,0,1,0,0,22,37,43,-2,12,73,89,48,62,0,0,0,0,0,0,0,6.9545455,0,0,0,0,8.2079468,1,0,0,0,0,0,4.3579903,1,1,0,-.68637431,12.892447,2.0999999,-1.3795215,12.206073,0,0,189,2.74,0,Spain,Spain,0,,,America,America,0,1,0
Qatar,QAT,0,1,0,0,0,0,0,0,,1914,,,,,,,1914,,1970,,,,,,,1970,0,56,0,0,0,0,0,0,Britain,56,0,0,56,1970,1,,,425.9788275517371,,,,,,7.473312764065564,57,7.910019495466948,Britain,1,7.129742857142856,5.979123707277884,5.461932198399751,8.438498274801622,8.114664154515633,7.657377241278955,1.351929416368199,.0978203434457104,.0544561952569551,.1006854790021394,.3503979118775279,.186867219078827,.4367210332118697,.1007587105153447,2019,Middle East & North Africa,7.109828571428571,5.937786996847097,5.367647202149255,8.421886114397703,8.362553619532783,7.465188610914981,1.398746417988889,,,,,,,,,2010,7.159185714285715,18.1,0,1,0,0,0,,,25.5,51.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,30,.56,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Rwanda,RWA,1,0,0,1,0,0,0,0,1919,,,1894,,,,,1894,1962,,,1915,,,,,1962,43,0,0,21,0,0,0,0,Belgium,43,4,0,64,1962,2,,,,,323.338720729983,,,172.9732661793483,7.519878589535323,66,8.55376417390816,Belgium,1,6.614370517198376,5.675840498081706,5.439924172277827,8.326180729531972,6.202878468224248,7.558161439649207,1.389596276939012,.5815407094192725,.4214038994972216,.6728248896458265,.8704940676466913,1.130022290585415,.7138740769115004,.1896520509864867,2019,Sub-Saharan Africa,7.249493487698987,5.083642077960032,6.192795489399485,9.301274210437649,7.914970945539724,7.767525540910134,1.637720375415212,,,1975,3.355637766656576,1985,4.523617753760885,1995,4.071255978384796,2002,5.922911520627109,330.9,0,1,0,0,0,.0608621,.001,-2,30,1,55.599998,8.6000004,.022222223,0,0,0,0,20,24,27,12,14,59,83,59,83,0,0,0,0,0,0,0,,0,0,0,1,6.4769726,1,0,0,0,0,0,5.6347895,0,1,0,3.2188759,10.113343,24.200001,2.4849067,13.332219,0,0,38,.63999999,1,Belgium,Germany,0,,,Africa,Africa,1,1,1
Sudan,SDN,0,1,0,0,0,0,0,0,,1898,,,,,,,1898,,1956,,,,,,,1956,0,58,0,0,0,0,0,0,Britain,58,0,0,58,1956,1,,,451.0227439543268,,,,,,7.64445328736147,59,7.76073424348838,Britain,1,3.859823784979108,6.847186862423396,2.556400316515933,3.665439599710842,2.498980495190336,3.778898876435882,1.887192721233125,.2903865293003887,.1336965371291569,.124589227902641,1.610227206214372,.2349218365863507,.2685596346686924,.0198287443839302,2019,Sub-Saharan Africa,3.581492890995261,6.66188757020488,2.736858790408285,1.937590982959198,2.420529296806866,4.128720556017022,1.907344390004681,,,,,,,,,,,44.2,1,0,0,0,0,.51218,,15,30,1,4.4000001,73,.16666667,0,0,0,0,29,40,48,5,19,18,67,10,41,0,1,0,0,1,0,0,4,0,0,0,0,7.3065314,0,0,0,0,0,10900,4.4796071,0,1,0,2.6411395,12.560665,22.5,.050872296,15.201805,0,0,44,.57999998,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Senegal,SEN,0,1,1,0,0,0,0,0,,1693,1770,,,,,,1693,,1817,1960,,,,,,1960,0,124,190,0,0,0,0,0,France,190,0,47,267,1960,2,803.7689903857022,,,,,,,,7.241162075546867,111,7.81686086670639,France,1,5.868850874026608,6.749358612507396,3.798239722068314,7.034088334293569,6.349494444261696,5.425989006304474,1.340112113227888,.2170607870044827,.5254350927531244,.3452626181569964,.1647494124611115,.3406605378638977,.361624247880404,.1447329395798442,2019,Sub-Saharan Africa,6.259653465346535,7.20708302106262,4.347706122169481,7.106556312156715,6.810185783845632,5.829660461975116,1.199832065783426,,,1970,4.697380837132098,1980,4.754149948696608,1990,5.403037095276582,2000,5.751477854890338,24.4,0,1,0,0,0,.7788682,.012,14,-14,1,5.5999999,91,.15555556,1,0,0,0,28,35,43,12,21,70,88,45,74,0,1,0,0,1,0,0,6,0,0,0,0,7.4024515,0,0,0,0,0,0,5.1038828,0,1,0,1.442202,12.168007,3.3000002,.99028438,13.610209,0,0,40,3.1400001,1,France,France,0,,,Africa,Africa,1,1,1
Singapore,SGP,0,1,0,0,0,0,0,0,,1821,,,,,,,1821,,1961,,,,,,,1961,0,140,0,0,0,0,0,0,Britain,140,0,0,140,1961,1,,,881.5818859150568,,,,,,7.871266838527292,112,7.887395494277882,Britain,1,8.751067135130153,7.612909306297998,8.302838061157473,9.556259139550944,9.412019819198321,8.872643373302347,.8199805903015062,.0779986028557985,.2402396742993448,.1003378711253735,.2061667290313902,.1612090122830349,.2199353183489689,.1188457038680404,2019,East Asia & Pacific,8.809611307420496,7.54419648375486,8.275551584098912,9.75913687718938,9.438719844837451,9.006157915252764,.8975499087124499,,,1975,7.531778833789142,1985,8.13647040520196,1995,8.841449007989599,2001,8.558946111763582,1.6,1,0,0,0,0,.3215287,,1.3667,103.8,0,4.6999998,17.4,.013555556,0,0,0,0,28,33,36,19,21,76,82,70,78,0,0,0,0,0,0,0,9.318182,0,0,0,0,10.146434,0,0,0,0,0,0,2.8735647,0,1,1,-2.4378941,6.4134588,75.300003,,3.975565,0,1,39,1.4,0,Britain,Britain,0,,,Asia,Asia,1,1,1
Sierra Leone,SLE,0,1,0,0,0,0,0,0,,1838,,,,,,,1838,,1961,,,,,,,1961,0,123,0,0,0,0,0,0,Britain,123,0,0,123,1961,1,,,881.5818859150568,,,,,,7.871266838527292,112,7.887395494277882,Britain,1,5.700697278915358,7.326593339696897,3.833227400128569,6.710628004257748,5.484861443114114,5.151104287826411,1.442494063866969,.5241335125767196,.8734803931241409,.6579529814127806,.4039357636848716,.845014405724138,.7207814865267554,.3009536667431904,2019,Sub-Saharan Africa,5.850217028380634,7.714076879070321,4.417967902275964,7.102194165132224,5.85478281303936,4.186705836906415,1.570026013608198,,,1975,4.345624564839108,1985,3.210575863125122,1995,4.248010395256186,2001,4.685540322275057,49.8,1,0,0,0,0,.8129566,,8.5,-11.5,1,2.2,39.400002,.092222221,0,0,0,0,25,31,33,13,20,73,83,70,79,1,0,0,0,0,0,0,5.818182,0,0,0,0,6.253829,0,0,0,0,0,0,6.1800165,0,1,0,1.442202,11.17913,53.599998,.99028438,12.621331,0,0,39,1.23,0,Britain,Britain,0,,,Africa,Africa,1,1,1
El Salvador,SLV,0,0,0,0,0,0,0,1,,,,,,,,1525,1525,,,,,,,,1821,1821,0,0,0,0,0,0,0,296,Spain,296,0,0,296,1821,1,,,,,,,,,,0,,,,7.473770800006899,8.575328900667557,4.617854374123096,9.584358024326843,7.87344273045359,6.70697414929541,1.920275735128105,.1601947026584151,.1978480085706975,.238482223216858,.1307184764070169,.2367173882453725,.4460246352820992,.1163556600435249,2019,Latin America & the Caribbean,7.33969144460028,8.469277046452124,4.331547257505986,9.723616900012987,7.845974737667722,6.337928472351372,2.077728804086564,,,,,,,,,,,175,0,1,0,0,0,.0514286,.045,13.8333,-88.91670000000001,0,96.199997,0,.15000001,0,1,0,0,9,20,42,-25,8,71,85,46,76,0,0,0,0,0,0,0,5,0,0,0,0,7.9480319,0,0,0,0,0,0,4.3579903,1,1,0,.43178239,9.9388552,1.400003,.14323421,10.370637,0,0,179,2.96,0,Spain,Spain,0,,,America,America,0,1,0
Somalia,SOM,0,1,0,0,1,0,0,0,,1885,,,1905,,,,1885,,1956,,,1936,,,,1956,0,71,0,0,31,0,0,0,Britain,71,0,31,71,1956,2,,,560.2407030382039,,,211.5580383819463,,,7.421141744424522,104,7.76073424348838,Britain,1,6.001240063593005,8.290554461990508,2.31854619479758,6.65940172957353,7.100275730801272,5.598961838601572,2.269679638888817,,,,,,,,2019,Sub-Saharan Africa,6.001240063593005,8.290554461990508,2.31854619479758,6.65940172957353,7.100275730801272,5.598961838601572,2.269679638888817,,,,,,,,,,,65,1,0,0,0,0,.079116,,10,49,1,0,99.800003,.11111111,0,0,0,0,28,30,36,15,21,78,85,75,80,1,1,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,,0,1,0,.24312304,13.349244,.19999695,-.45002413,13.592367,0,0,44,1.02,1,Britain,Britain,0,,,Africa,Africa,1,1,1
